Data;0-39;40-59;60-79;80-89;>= 90
18/06/21;0;16,67%;66,67%;16,67%;0
19/06/21;0;33,33%;66,67%;0;0
20/06/21;0;0;100,00%;0;0
21/06/21;12,50%;25,00%;62,50%;0;0
22/06/21;0;37,50%;50,00%;12,50%;0
23/06/21;0;0;85,71%;0;14,29%
24/06/21;0;54,55%;36,36%;9,09%;0
25/06/21;0;33,33%;58,33%;8,33%;0
26/06/21;12,50%;37,50%;12,50%;37,50%;0
27/06/21;0;60,00%;10,00%;20,00%;10,00%
28/06/21;0;66,67%;33,33%;0;0
29/06/21;0;33,33%;66,67%;0;0
30/06/21;0;0;100,00%;0;0
01/07/21;25,00%;25,00%;50,00%;0;0
02/07/21;0;25,00%;50,00%;25,00%;0
03/07/21;0;25,00%;50,00%;25,00%;0
04/07/21;0;0;100,00%;0;0
05/07/21;0;27,27%;63,64%;9,09%;0
06/07/21;0;42,86%;42,86%;14,29%;0
07/07/21;0;14,29%;85,71%;0;0
08/07/21;11,11%;44,44%;22,22%;22,22%;0
09/07/21;0;16,67%;83,33%;0;0
10/07/21;50,00%;0;50,00%;0;0
11/07/21;0;37,50%;37,50%;25,00%;0
12/07/21;0;50,00%;50,00%;0;0
13/07/21;42,86%;42,86%;14,29%;0;0
14/07/21;40,00%;0;40,00%;20,00%;0
15/07/21;0;50,00%;25,00%;25,00%;0
16/07/21;11,11%;11,11%;66,67%;11,11%;0
17/07/21;22,22%;11,11%;44,44%;11,11%;11,11%
18/07/21;25,00%;50,00%;16,67%;8,33%;0
19/07/21;25,00%;25,00%;37,50%;12,50%;0
20/07/21;12,50%;37,50%;50,00%;0;0
21/07/21;16,67%;41,67%;41,67%;0;0
22/07/21;16,67%;25,00%;50,00%;8,33%;0
23/07/21;6,25%;31,25%;56,25%;6,25%;0
24/07/21;7,69%;30,77%;30,77%;30,77%;0
25/07/21;25,00%;37,50%;12,50%;25,00%;0
26/07/21;25,00%;25,00%;43,75%;6,25%;0
27/07/21;0;0;71,43%;28,57%;0
28/07/21;5,00%;30,00%;55,00%;10,00%;0
29/07/21;10,53%;36,84%;47,37%;5,26%;0
30/07/21;25,00%;37,50%;33,33%;0;4,17%
31/07/21;15,38%;38,46%;46,15%;0;0
01/08/21;4,35%;39,13%;47,83%;8,70%;0
02/08/21;4,55%;18,18%;54,55%;22,73%;0
03/08/21;20,00%;13,33%;60,00%;6,67%;0
04/08/21;8,33%;33,33%;33,33%;16,67%;8,33%
05/08/21;16,00%;44,00%;40,00%;0;0
06/08/21;10,00%;45,00%;30,00%;15,00%;0
07/08/21;5,56%;33,33%;38,89%;22,22%;0
08/08/21;5,88%;35,29%;47,06%;11,76%;0
09/08/21;0;55,56%;33,33%;7,41%;3,70%
10/08/21;10,71%;25,00%;50,00%;14,29%;0
11/08/21;10,00%;37,50%;50,00%;2,50%;0
12/08/21;20,69%;17,24%;51,72%;10,34%;0
13/08/21;5,56%;36,11%;44,44%;8,33%;5,56%
14/08/21;4,00%;24,00%;56,00%;12,00%;4,00%
15/08/21;13,33%;46,67%;36,67%;3,33%;0
16/08/21;2,38%;45,24%;38,10%;14,29%;0
17/08/21;7,69%;30,77%;48,72%;12,82%;0
18/08/21;9,09%;31,82%;52,27%;6,82%;0
19/08/21;6,06%;51,52%;36,36%;3,03%;3,03%
20/08/21;12,12%;24,24%;54,55%;9,09%;0
21/08/21;14,71%;38,24%;29,41%;17,65%;0
22/08/21;14,29%;34,29%;40,00%;5,71%;5,71%
23/08/21;2,86%;42,86%;51,43%;2,86%;0
24/08/21;0;36,36%;54,55%;9,09%;0
25/08/21;2,56%;23,08%;61,54%;10,26%;2,56%
26/08/21;6,67%;36,67%;50,00%;6,67%;0
27/08/21;8,82%;35,29%;47,06%;5,88%;2,94%
28/08/21;2,63%;34,21%;55,26%;7,89%;0
29/08/21;10,00%;25,00%;50,00%;15,00%;0
30/08/21;9,76%;24,39%;56,10%;9,76%;0
31/08/21;8,57%;40,00%;48,57%;0;2,86%
01/09/21;4,76%;38,10%;50,00%;7,14%;0
02/09/21;17,65%;26,47%;52,94%;2,94%;0
03/09/21;10,87%;28,26%;43,48%;8,70%;8,70%
04/09/21;15,63%;25,00%;43,75%;15,63%;0
05/09/21;8,70%;17,39%;52,17%;21,74%;0
06/09/21;10,81%;48,65%;35,14%;5,41%;0
07/09/21;15,63%;37,50%;37,50%;9,38%;0
08/09/21;6,45%;32,26%;48,39%;9,68%;3,23%
09/09/21;6,06%;24,24%;66,67%;3,03%;0
10/09/21;0;34,78%;56,52%;8,70%;0
11/09/21;6,06%;39,39%;45,45%;9,09%;0
12/09/21;0;30,77%;61,54%;7,69%;0
13/09/21;6,90%;37,93%;44,83%;10,34%;0
14/09/21;12,50%;12,50%;50,00%;18,75%;6,25%
15/09/21;10,00%;30,00%;50,00%;10,00%;0
16/09/21;13,04%;39,13%;26,09%;21,74%;0
17/09/21;7,69%;7,69%;53,85%;23,08%;7,69%
18/09/21;0;40,00%;20,00%;40,00%;0
19/09/21;0;0;100,00%;0;0
