"flu_season","year_week","number_healthcare_workers","numbers_cases","pop","incidence","pop_age_0-4","cases_age_0-4","incidence_age_0-4","pop_age_5-14","cases_age_5-14","incidence_age_5-14","pop_age_15-64","cases_age_15-64","incidence_age_15-64","pop_age_65-plus","cases_age_65-plus","incidence_age_65-plus","number_samples","number_detections_FLU-A","number_detections_A","number_detections_A-H3N2","number_detections_A-H1N1-pdm09","number_detections_FLU-B","number_positive_SARS-CoV-2"
"2008-2009","2009-17",803,521,1062890,0.49,63174,84,1.33,127415,113,0.89,660151,248,0.38,212150,76,0.36,NA,NA,NA,NA,NA,NA,NA
"2009-2010","2009-42",607,1411,800360,1.76,45542,283,6.21,94818,408,4.3,500397,630,1.26,159603,90,0.56,NA,NA,NA,NA,NA,NA,NA
"2009-2010","2009-43",1094,6379,1419989,4.49,98112,1027,10.47,193598,2787,14.4,846515,2304,2.72,281764,261,0.93,NA,NA,NA,NA,NA,NA,NA
"2009-2010","2009-44",1133,13716,1472629,9.31,101746,1830,17.99,202312,6822,33.72,878095,4687,5.34,290476,377,1.3,NA,NA,NA,NA,NA,NA,NA
"2009-2010","2009-45",1150,18893,1494023,12.65,105533,2717,25.75,207282,9037,43.6,888019,6644,7.48,293189,495,1.69,NA,NA,NA,NA,NA,NA,NA
"2009-2010","2009-46",1165,19515,1509971,12.92,108495,2788,25.7,211597,9128,43.14,894505,7049,7.88,295374,550,1.86,NA,NA,NA,NA,NA,NA,NA
"2009-2010","2009-47",1141,16318,1480887,11.02,106412,2427,22.81,208308,7519,36.1,875461,5875,6.71,290706,497,1.71,NA,NA,NA,NA,NA,NA,NA
"2009-2010","2009-48",1148,9989,1486770,6.72,107627,1676,15.57,209372,4003,19.12,879669,3864,4.39,290102,446,1.54,NA,NA,NA,NA,NA,NA,NA
"2009-2010","2009-49",1082,5269,1400389,3.76,101243,952,9.4,196523,1738,8.84,828017,2277,2.75,274606,302,1.1,NA,NA,NA,NA,NA,NA,NA
"2009-2010","2009-50",1124,3284,1457341,2.25,102921,602,5.85,201554,912,4.52,866466,1520,1.75,286400,250,0.87,NA,NA,NA,NA,NA,NA,NA
"2009-2010","2009-51",1132,2707,1471026,1.84,104995,462,4.4,206281,685,3.32,869183,1318,1.52,290567,242,0.83,NA,NA,NA,NA,NA,NA,NA
"2009-2010","2009-52",1085,1870,1420740,1.32,99446,274,2.76,197388,454,2.3,844388,928,1.1,279518,214,0.77,NA,NA,NA,NA,NA,NA,NA
"2009-2010","2009-53",1034,1726,1337006,1.29,93240,228,2.45,186680,390,2.09,794770,868,1.09,262316,240,0.91,NA,NA,NA,NA,NA,NA,NA
"2009-2010","2010-01",1111,1966,1443528,1.36,99278,240,2.42,198025,344,1.74,860443,1112,1.29,285782,270,0.94,NA,NA,NA,NA,NA,NA,NA
"2009-2010","2010-02",1142,2169,1480339,1.47,104972,309,2.94,206017,418,2.03,878085,1183,1.35,291265,259,0.89,NA,NA,NA,NA,NA,NA,NA
"2009-2010","2010-03",1134,2451,1466107,1.67,104933,494,4.71,204910,545,2.66,866374,1197,1.38,289890,215,0.74,NA,NA,NA,NA,NA,NA,NA
"2009-2010","2010-04",1134,2798,1463800,1.91,103275,594,5.75,203847,609,2.99,867899,1342,1.55,288779,253,0.88,NA,NA,NA,NA,NA,NA,NA
"2009-2010","2010-05",1127,2916,1458557,2,104436,647,6.2,204387,681,3.33,862580,1329,1.54,287154,259,0.9,NA,NA,NA,NA,NA,NA,NA
"2009-2010","2010-06",1103,3011,1423086,2.12,102516,704,6.87,200542,739,3.69,840030,1299,1.55,279998,269,0.96,NA,NA,NA,NA,NA,NA,NA
"2009-2010","2010-07",1102,2945,1425207,2.07,100558,757,7.53,196570,735,3.74,845729,1201,1.42,282350,252,0.89,NA,NA,NA,NA,NA,NA,NA
"2009-2010","2010-08",1096,2802,1416534,1.98,102201,761,7.45,198174,801,4.04,838234,1014,1.21,277925,226,0.81,NA,NA,NA,NA,NA,NA,NA
"2009-2010","2010-09",1077,2508,1387460,1.81,100631,623,6.19,194849,720,3.7,819013,952,1.16,272967,213,0.78,NA,NA,NA,NA,NA,NA,NA
"2009-2010","2010-10",1076,2288,1386900,1.65,100356,579,5.77,195542,629,3.22,817035,884,1.08,273967,196,0.72,NA,NA,NA,NA,NA,NA,NA
"2009-2010","2010-11",1049,1872,1352529,1.38,98410,466,4.74,190914,514,2.69,793920,730,0.92,269285,162,0.6,NA,NA,NA,NA,NA,NA,NA
"2009-2010","2010-12",1023,1693,1318026,1.28,95929,412,4.29,184818,473,2.56,775275,643,0.83,262004,165,0.63,NA,NA,NA,NA,NA,NA,NA
"2009-2010","2010-13",996,1345,1283945,1.05,91603,337,3.68,176359,348,1.97,759472,522,0.69,256511,138,0.54,NA,NA,NA,NA,NA,NA,NA
"2009-2010","2010-14",999,1204,1295391,0.93,91422,257,2.81,179249,286,1.6,767363,518,0.68,257357,143,0.56,NA,NA,NA,NA,NA,NA,NA
"2009-2010","2010-15",980,1041,1269040,0.82,89867,243,2.7,173671,227,1.31,751138,442,0.59,254364,129,0.51,NA,NA,NA,NA,NA,NA,NA
"2010-2011","2010-42",882,834,1158321,0.72,82771,168,2.03,160986,142,0.88,687787,453,0.66,226777,71,0.31,NA,NA,NA,NA,NA,NA,NA
"2010-2011","2010-43",1026,1085,1345810,0.81,93322,181,1.94,182188,213,1.17,804141,591,0.73,266159,100,0.38,NA,NA,NA,NA,NA,NA,NA
"2010-2011","2010-44",1050,1122,1375503,0.82,97232,176,1.81,187373,208,1.11,818604,636,0.78,272294,102,0.37,NA,NA,NA,NA,NA,NA,NA
"2010-2011","2010-45",1063,1315,1396468,0.94,96925,200,2.06,185780,246,1.32,835313,735,0.88,278450,134,0.48,NA,NA,NA,NA,NA,NA,NA
"2010-2011","2010-46",1072,1514,1409976,1.07,97844,265,2.71,187683,264,1.41,843583,852,1.01,280866,133,0.47,NA,NA,NA,NA,NA,NA,NA
"2010-2011","2010-47",1074,1801,1409016,1.28,98827,329,3.33,189445,364,1.92,841105,974,1.16,279639,134,0.48,NA,NA,NA,NA,NA,NA,NA
"2010-2011","2010-48",1075,1995,1409379,1.42,100797,322,3.19,193291,437,2.26,837913,1099,1.31,277378,137,0.49,NA,NA,NA,NA,NA,NA,NA
"2010-2011","2010-49",1080,2423,1415655,1.71,99770,418,4.19,193061,653,3.38,842916,1182,1.4,279908,170,0.61,NA,NA,NA,NA,NA,NA,NA
"2010-2011","2010-50",1091,3315,1430177,2.32,101922,595,5.84,196150,900,4.59,849156,1635,1.93,282949,185,0.65,NA,NA,NA,NA,NA,NA,NA
"2010-2011","2010-51",1050,4369,1380714,3.16,94975,807,8.5,184309,1220,6.62,825747,2072,2.51,275683,270,0.98,NA,NA,NA,NA,NA,NA,NA
"2010-2011","2010-52",1058,6108,1389759,4.4,96782,1076,11.12,186270,1610,8.64,831704,3025,3.64,275003,397,1.44,NA,NA,NA,NA,NA,NA,NA
"2010-2011","2011-01",1088,7074,1419612,4.98,98812,983,9.95,188267,1237,6.57,849818,4318,5.08,282715,536,1.9,NA,NA,NA,NA,NA,NA,NA
"2010-2011","2011-02",1116,9426,1462949,6.44,105530,1295,12.27,201636,1880,9.32,867902,5600,6.45,287881,651,2.26,NA,NA,NA,NA,NA,NA,NA
"2010-2011","2011-03",1114,11946,1456258,8.2,107393,2251,20.96,204130,3360,16.46,858771,5830,6.79,285964,505,1.77,NA,NA,NA,NA,NA,NA,NA
"2010-2011","2011-04",1101,14950,1435437,10.41,105426,3017,28.62,195498,4901,25.07,850935,6447,7.58,283578,585,2.06,NA,NA,NA,NA,NA,NA,NA
"2010-2011","2011-05",1102,15940,1444480,11.04,103412,3011,29.12,197490,5646,28.59,857645,6689,7.8,285933,594,2.08,NA,NA,NA,NA,NA,NA,NA
"2010-2011","2011-06",1089,14308,1423688,10.05,103910,2753,26.49,198179,4943,24.94,840656,6061,7.21,280943,551,1.96,NA,NA,NA,NA,NA,NA,NA
"2010-2011","2011-07",1069,10849,1396634,7.77,103280,2172,21.03,196686,3405,17.31,822740,4795,5.83,273928,477,1.74,NA,NA,NA,NA,NA,NA,NA
"2010-2011","2011-08",1046,7503,1375522,5.45,98548,1489,15.11,188554,2160,11.46,815765,3509,4.3,272655,345,1.27,NA,NA,NA,NA,NA,NA,NA
"2010-2011","2011-09",1026,5594,1358931,4.12,97760,1046,10.7,187575,1419,7.56,805000,2799,3.48,268596,330,1.23,NA,NA,NA,NA,NA,NA,NA
"2010-2011","2011-10",1000,4075,1315090,3.1,93111,761,8.17,179726,965,5.37,779956,2092,2.68,262297,257,0.98,NA,NA,NA,NA,NA,NA,NA
"2010-2011","2011-11",916,2723,1296669,2.1,92647,486,5.25,179330,571,3.18,766727,1461,1.91,257965,205,0.79,NA,NA,NA,NA,NA,NA,NA
"2010-2011","2011-12",963,2072,1267894,1.63,88210,390,4.42,172038,410,2.38,753616,1117,1.48,254030,155,0.61,NA,NA,NA,NA,NA,NA,NA
"2010-2011","2011-13",932,1397,1227822,1.14,83450,261,3.13,164659,264,1.6,733231,753,1.03,246482,119,0.48,NA,NA,NA,NA,NA,NA,NA
"2010-2011","2011-14",886,1096,1169795,0.94,80178,212,2.64,150020,209,1.39,702183,584,0.83,237414,91,0.38,NA,NA,NA,NA,NA,NA,NA
"2010-2011","2011-15",860,926,1132491,0.82,75330,183,2.43,142450,157,1.1,684115,502,0.73,230596,84,0.36,NA,NA,NA,NA,NA,NA,NA
"2010-2011","2011-16",781,690,1026856,0.67,66447,143,2.15,125653,101,0.8,624044,392,0.63,210712,54,0.26,NA,NA,NA,NA,NA,NA,NA
"2010-2011","2011-17",596,412,785802,0.52,53231,82,1.54,102530,57,0.56,468740,235,0.5,161301,38,0.24,NA,NA,NA,NA,NA,NA,NA
"2011-2012","2011-42",942,568,1218830,0.47,81856,115,1.4,158570,72,0.45,730045,328,0.45,248359,53,0.21,NA,NA,NA,NA,NA,NA,NA
"2011-2012","2011-43",964,678,1249580,0.54,85923,151,1.76,166349,75,0.45,746032,398,0.53,251276,54,0.21,NA,NA,NA,NA,NA,NA,NA
"2011-2012","2011-44",1011,697,1309539,0.53,89906,137,1.52,174811,78,0.45,781727,396,0.51,263095,86,0.33,NA,NA,NA,NA,NA,NA,NA
"2011-2012","2011-45",1030,967,1337774,0.72,90411,171,1.89,176456,106,0.6,799759,579,0.72,271148,111,0.41,NA,NA,NA,NA,NA,NA,NA
"2011-2012","2011-46",1051,1213,1365436,0.89,95289,205,2.15,183513,160,0.87,812613,744,0.92,274021,104,0.38,NA,NA,NA,NA,NA,NA,NA
"2011-2012","2011-47",1057,1557,1371719,1.14,94771,267,2.82,183149,210,1.15,816853,925,1.13,276946,155,0.56,NA,NA,NA,NA,NA,NA,NA
"2011-2012","2011-48",1038,1735,1343497,1.29,91782,298,3.25,180518,285,1.58,800088,988,1.23,271109,164,0.6,NA,NA,NA,NA,NA,NA,NA
"2011-2012","2011-49",1062,1885,1381052,1.36,93555,333,3.56,182261,330,1.81,825226,1044,1.27,280010,178,0.64,NA,NA,NA,NA,NA,NA,NA
"2011-2012","2011-50",1066,2430,1382449,1.76,94302,418,4.43,181998,449,2.47,827047,1355,1.64,279102,208,0.75,NA,NA,NA,NA,NA,NA,NA
"2011-2012","2011-51",996,2843,1293427,2.2,88940,584,6.57,174530,578,3.31,769285,1462,1.9,260672,219,0.84,NA,NA,NA,NA,NA,NA,NA
"2011-2012","2011-52",1025,4074,1325645,3.07,89078,768,8.62,174312,737,4.23,793155,2161,2.72,269100,408,1.52,NA,NA,NA,NA,NA,NA,NA
"2011-2012","2012-01",1053,4256,1361517,3.13,92961,593,6.38,180584,687,3.8,813565,2497,3.07,274407,479,1.75,NA,NA,NA,NA,NA,NA,NA
"2011-2012","2012-02",1086,5945,1402095,4.24,98104,898,9.15,189545,1034,5.46,832470,3363,4.04,281976,650,2.31,NA,NA,NA,NA,NA,NA,NA
"2011-2012","2012-03",1090,8881,1407940,6.31,98517,1982,20.12,191234,2162,11.31,834597,4038,4.84,283592,699,2.46,NA,NA,NA,NA,NA,NA,NA
"2011-2012","2012-04",1089,12514,1412141,8.86,96349,2952,30.64,188781,3361,17.8,841882,5391,6.4,285129,810,2.84,NA,NA,NA,NA,NA,NA,NA
"2011-2012","2012-05",1085,13539,1405229,9.63,97796,2710,27.71,189151,3270,17.29,835173,6490,7.77,283109,1069,3.78,NA,NA,NA,NA,NA,NA,NA
"2011-2012","2012-06",1067,12252,1381410,8.87,93947,2161,23,183200,2646,14.44,824049,6387,7.75,280214,1058,3.78,NA,NA,NA,NA,NA,NA,NA
"2011-2012","2012-07",1052,9698,1360331,7.13,93132,1638,17.59,181793,2001,11.01,810105,5215,6.44,275301,844,3.07,NA,NA,NA,NA,NA,NA,NA
"2011-2012","2012-08",1017,7553,1313876,5.75,92421,1216,13.16,177753,1483,8.34,777997,4106,5.28,265705,748,2.82,NA,NA,NA,NA,NA,NA,NA
"2011-2012","2012-09",1016,5305,1318923,4.02,88312,848,9.6,170966,951,5.56,791752,2964,3.74,267893,542,2.02,NA,NA,NA,NA,NA,NA,NA
"2011-2012","2012-10",995,3800,1288852,2.95,87085,625,7.18,171526,726,4.23,768591,2057,2.68,261650,392,1.5,NA,NA,NA,NA,NA,NA,NA
"2011-2012","2012-11",958,2642,1242685,2.13,82473,428,5.19,161810,527,3.26,743903,1405,1.89,254499,282,1.11,NA,NA,NA,NA,NA,NA,NA
"2011-2012","2012-12",947,1828,1227499,1.49,84853,336,3.96,163785,348,2.12,730307,975,1.34,248554,169,0.68,NA,NA,NA,NA,NA,NA,NA
"2011-2012","2012-13",909,1320,1192452,1.11,81397,249,3.06,157412,222,1.41,711706,728,1.02,241937,121,0.5,NA,NA,NA,NA,NA,NA,NA
"2011-2012","2012-14",842,904,1089584,0.83,75210,156,2.07,144642,154,1.06,647309,496,0.77,222423,98,0.44,NA,NA,NA,NA,NA,NA,NA
"2011-2012","2012-15",824,879,1068233,0.82,69851,126,1.8,137492,140,1.02,641169,527,0.82,219721,86,0.39,NA,NA,NA,NA,NA,NA,NA
"2011-2012","2012-16",757,658,979992,0.67,62339,122,1.96,124717,115,0.92,588972,357,0.61,203964,64,0.31,NA,NA,NA,NA,NA,NA,NA
